study_trials.thisRepN,study_trials.thisTrialN,study_trials.thisN,study_trials.thisIndex,text_14.started,text_14.stopped,study_instructions.started,study_instructions.stopped,study_instr_resp.keys,study_instr_resp.rt,study_instr_resp.started,study_instr_resp.stopped,StudyTrial,StudyImage,Condition,participant,First name,Last name,date,expName,psychopyVersion,frameRate,
,,,,9.781269474013243,None,10.785031484003412,None,space,4.298650971992174,10.785031484003412,None,,,,999,,,2022_Jan_09_1308,BLAES_MST_encoding,3.2.4,237.22652584365724,
,,,,,,,,,,,,1,all_images/1_046a.jpg,LSim,,,,,,,,
