study_trials.thisRepN,study_trials.thisTrialN,study_trials.thisN,study_trials.thisIndex,text_14.started,text_14.stopped,study_instructions.started,study_instructions.stopped,study_instr_resp.keys,study_instr_resp.rt,study_instr_resp.started,study_instr_resp.stopped,StudyTrial,StudyImage,Condition,participant,First name,Last name,date,expName,psychopyVersion,frameRate,
,,,,6.326343659995473,None,7.330847741992329,None,space,1.3119349890039302,7.330847741992329,None,,,,999,,,2022_Jan_09_1320,BLAES_MST_encoding,3.2.4,233.70514265698898,
,,,,,,,,,,,,1,all_images/4_066a.jpg,HSim,,,,,,,,
