4.5427 	INFO 	Loaded monitor calibration from ['2019_04_24 15:23']
4.8135 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([1., 1., 1.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb98ed7be10>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fb98eb84898>, multiSample=False, name='window1', numSamples=2, pos=[640.0, 360.0], screen=0, size=array([5120, 2880]), stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.8135 	EXP 	window1: recordFrameIntervals = False
4.8556 	EXP 	window1: recordFrameIntervals = True
4.9024 	DEBUG 	Screen (0) actual frame rate measured at 235.75
4.9025 	EXP 	window1: recordFrameIntervals = False
5.6557 	EXP 	Created text_14 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_14', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
5.6963 	EXP 	Created study_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='study_instructions', opacity=1.0, ori=0, pos=array([0.5, 0. ]), rgb=array([-1., -1., -1.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
5.9845 	EXP 	Created study_outdoor_selected = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='all_images/outdoor_selected.png', interpolate=True, mask=None, maskParams=None, name='study_outdoor_selected', opacity=0.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='height', win=Window(...))
5.9922 	EXP 	Created study_outdoor = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='all_images/outdoor_unselected.png', interpolate=True, mask=None, maskParams=None, name='study_outdoor', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='height', win=Window(...))
5.9982 	EXP 	Created study_indoor_selected = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='all_images/indoor_selected.png', interpolate=True, mask=None, maskParams=None, name='study_indoor_selected', opacity=0.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='height', win=Window(...))
6.0033 	EXP 	Created study_indoor = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='all_images/indoor_unselected.png', interpolate=True, mask=None, maskParams=None, name='study_indoor', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='height', win=Window(...))
6.0045 	EXP 	Created study_image_shown = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='study_image_shown', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512, units='norm', win=Window(...))
6.2756 	EXP 	Created text_14 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_14', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
6.2800 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([-1., -1., -1.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
6.5597 	EXP 	text_14: autoDraw = True
7.5640 	EXP 	text_14: autoDraw = False
7.5640 	EXP 	text_14: autoDraw = False
7.5640 	EXP 	study_instructions: autoDraw = True
11.6608 	EXP 	Created sequence: sequential, trialTypes=1, nReps=250, seed=None
11.6620 	EXP 	New trial (rep=0, index=0): None
11.6721 	DATA 	Keypress: space
11.6775 	EXP 	study_instructions: autoDraw = False
11.6775 	EXP 	study_outdoor_selected: pos = array([ 0.4, -0.4])
11.6775 	EXP 	study_outdoor_selected: size = array([0.2, 0.2])
11.6775 	EXP 	study_outdoor: pos = array([ 0.4, -0.4])
11.6775 	EXP 	study_outdoor: size = array([0.2, 0.2])
11.6775 	EXP 	study_indoor_selected: pos = array([-0.4, -0.4])
11.6775 	EXP 	study_indoor_selected: size = array([0.2, 0.2])
11.6775 	EXP 	study_indoor: pos = array([-0.4, -0.4])
11.6775 	EXP 	study_indoor: size = array([0.2, 0.2])
11.6775 	EXP 	study_image_shown: size = array([0.5, 0.7])
11.6775 	EXP 	study_image_shown: image = 'all_images/6_068a.jpg'
11.6775 	EXP 	study_outdoor_selected: autoDraw = True
11.6775 	EXP 	study_outdoor: autoDraw = True
11.6775 	EXP 	study_indoor_selected: autoDraw = True
11.6775 	EXP 	study_indoor: autoDraw = True
11.6775 	EXP 	study_image_shown: autoDraw = True
14.6890 	EXP 	study_outdoor_selected: autoDraw = False
14.6890 	EXP 	study_outdoor: autoDraw = False
14.6890 	EXP 	study_indoor_selected: autoDraw = False
14.6890 	EXP 	study_indoor: autoDraw = False
14.6890 	EXP 	study_image_shown: autoDraw = False
14.6890 	EXP 	study_outdoor_selected: autoDraw = False
14.6890 	EXP 	study_outdoor: autoDraw = False
14.6890 	EXP 	study_indoor_selected: autoDraw = False
14.6890 	EXP 	study_indoor: autoDraw = False
14.6890 	EXP 	study_image_shown: autoDraw = False
14.6890 	EXP 	study_indoor_selected: opacity = 0
14.6890 	EXP 	study_outdoor_selected: opacity = 0
14.6890 	EXP 	text_14: autoDraw = True
15.6906 	EXP 	New trial (rep=1, index=0): None
15.7017 	EXP 	text_14: autoDraw = False
15.7017 	EXP 	text_14: autoDraw = False
15.7017 	EXP 	study_outdoor_selected: pos = array([ 0.4, -0.4])
15.7017 	EXP 	study_outdoor_selected: size = array([0.2, 0.2])
15.7017 	EXP 	study_outdoor: pos = array([ 0.4, -0.4])
15.7017 	EXP 	study_outdoor: size = array([0.2, 0.2])
15.7017 	EXP 	study_indoor_selected: pos = array([-0.4, -0.4])
15.7017 	EXP 	study_indoor_selected: size = array([0.2, 0.2])
15.7017 	EXP 	study_indoor: pos = array([-0.4, -0.4])
15.7017 	EXP 	study_indoor: size = array([0.2, 0.2])
15.7017 	EXP 	study_image_shown: size = array([0.5, 0.7])
15.7017 	EXP 	study_image_shown: image = 'all_images/2_048a.jpg'
15.7017 	EXP 	study_outdoor_selected: autoDraw = True
15.7017 	EXP 	study_outdoor: autoDraw = True
15.7017 	EXP 	study_indoor_selected: autoDraw = True
15.7017 	EXP 	study_indoor: autoDraw = True
15.7017 	EXP 	study_image_shown: autoDraw = True
18.7121 	EXP 	study_outdoor_selected: autoDraw = False
18.7121 	EXP 	study_outdoor: autoDraw = False
18.7121 	EXP 	study_indoor_selected: autoDraw = False
18.7121 	EXP 	study_indoor: autoDraw = False
18.7121 	EXP 	study_image_shown: autoDraw = False
18.7121 	EXP 	study_outdoor_selected: autoDraw = False
18.7121 	EXP 	study_outdoor: autoDraw = False
18.7121 	EXP 	study_indoor_selected: autoDraw = False
18.7121 	EXP 	study_indoor: autoDraw = False
18.7121 	EXP 	study_image_shown: autoDraw = False
18.7121 	EXP 	study_indoor_selected: opacity = 0
18.7121 	EXP 	study_outdoor_selected: opacity = 0
18.7121 	EXP 	text_14: autoDraw = True
19.7119 	EXP 	New trial (rep=2, index=0): None
19.7235 	EXP 	text_14: autoDraw = False
19.7235 	EXP 	text_14: autoDraw = False
19.7235 	EXP 	study_outdoor_selected: pos = array([ 0.4, -0.4])
19.7235 	EXP 	study_outdoor_selected: size = array([0.2, 0.2])
19.7235 	EXP 	study_outdoor: pos = array([ 0.4, -0.4])
19.7235 	EXP 	study_outdoor: size = array([0.2, 0.2])
19.7235 	EXP 	study_indoor_selected: pos = array([-0.4, -0.4])
19.7235 	EXP 	study_indoor_selected: size = array([0.2, 0.2])
