study_trials.thisRepN,study_trials.thisTrialN,study_trials.thisN,study_trials.thisIndex,text_14.started,text_14.stopped,study_instructions.started,study_instructions.stopped,study_instr_resp.keys,study_instr_resp.rt,study_instr_resp.started,study_instr_resp.stopped,StudyTrial,StudyImage,Condition,study_outdoor_selected.started,study_outdoor_selected.stopped,study_outdoor.started,study_outdoor.stopped,study_indoor_selected.started,study_indoor_selected.stopped,study_indoor.started,study_indoor.stopped,study_image_shown.started,study_image_shown.stopped,study_resp.keys,study_resp.rt,study_resp.started,study_resp.stopped,text_4.started,text_4.stopped,end_resp.keys,end_resp.started,end_resp.stopped,participant,First name,Last name,date,expName,psychopyVersion,frameRate,
156,0,156,0,642.1581081170007,None,,,,,,,157,all_images/1_114a.jpg,HSim,639.1480236470088,None,639.1480236470088,None,639.1480236470088,None,639.1480236470088,None,639.1480236470088,None,f,0.9959036270010984,639.1480236470088,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
157,0,157,0,646.1818263930036,None,,,,,,,158,all_images/2_063a.jpg,HSim,643.1713185090048,None,643.1713185090048,None,643.1713185090048,None,643.1713185090048,None,643.1713185090048,None,None,,643.1713185090048,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
158,0,158,0,650.2087540460052,None,,,,,,,159,all_images/4_036a.jpg,HSim,647.1959052520106,None,647.1959052520106,None,647.1959052520106,None,647.1959052520106,None,647.1959052520106,None,None,,647.1959052520106,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
159,0,159,0,654.2351890459977,None,,,,,,,160,all_images/6_163a.jpg,HSim,651.2230709349969,None,651.2230709349969,None,651.2230709349969,None,651.2230709349969,None,651.2230709349969,None,None,,651.2230709349969,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
160,0,160,0,658.2569992659992,None,,,,,,,161,all_images/2_187a.jpg,HSim,655.2471877100033,None,655.2471877100033,None,655.2471877100033,None,655.2471877100033,None,655.2471877100033,None,None,,655.2471877100033,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
161,0,161,0,662.2822220920061,None,,,,,,,162,all_images/5_064a.jpg,LSim,659.2697041310021,None,659.2697041310021,None,659.2697041310021,None,659.2697041310021,None,659.2697041310021,None,None,,659.2697041310021,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
162,0,162,0,666.3058932670101,None,,,,,,,163,all_images/E_109a.jpg,LSim,663.2951471039996,None,663.2951471039996,None,663.2951471039996,None,663.2951471039996,None,663.2951471039996,None,None,,663.2951471039996,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
163,0,163,0,670.3307114720083,None,,,,,,,164,all_images/3_105a.jpg,LSim,667.320684160004,None,667.320684160004,None,667.320684160004,None,667.320684160004,None,667.320684160004,None,None,,667.320684160004,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
164,0,164,0,674.355318255999,None,,,,,,,165,all_images/C_165a.jpg,HSim,671.3421227910003,None,671.3421227910003,None,671.3421227910003,None,671.3421227910003,None,671.3421227910003,None,None,,671.3421227910003,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
165,0,165,0,678.3796339260007,None,,,,,,,166,all_images/1_113a.jpg,HSim,675.3693528660078,None,675.3693528660078,None,675.3693528660078,None,675.3693528660078,None,675.3693528660078,None,None,,675.3693528660078,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
166,0,166,0,682.4010282640083,None,,,,,,,167,all_images/4_002a.jpg,LSim,679.3897863739985,None,679.3897863739985,None,679.3897863739985,None,679.3897863739985,None,679.3897863739985,None,None,,679.3897863739985,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
167,0,167,0,686.4258829820028,None,,,,,,,168,all_images/2_166a.jpg,LSim,683.4138732060092,None,683.4138732060092,None,683.4138732060092,None,683.4138732060092,None,683.4138732060092,None,None,,683.4138732060092,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
168,0,168,0,690.4497493840026,None,,,,,,,169,all_images/6_142a.jpg,LSim,687.4393812150083,None,687.4393812150083,None,687.4393812150083,None,687.4393812150083,None,687.4393812150083,None,None,,687.4393812150083,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
169,0,169,0,694.4717296309973,None,,,,,,,170,all_images/3_028a.jpg,HSim,691.4604480690032,None,691.4604480690032,None,691.4604480690032,None,691.4604480690032,None,691.4604480690032,None,None,,691.4604480690032,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
170,0,170,0,698.5002345579996,None,,,,,,,171,all_images/2_128a.jpg,LSim,695.4872857180017,None,695.4872857180017,None,695.4872857180017,None,695.4872857180017,None,695.4872857180017,None,None,,695.4872857180017,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
171,0,171,0,702.5221901600016,None,,,,,,,172,all_images/3_155a.jpg,LSim,699.5122009940096,None,699.5122009940096,None,699.5122009940096,None,699.5122009940096,None,699.5122009940096,None,None,,699.5122009940096,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
172,0,172,0,706.5442339690053,None,,,,,,,173,all_images/D_002a.jpg,LSim,703.5331708360027,None,703.5331708360027,None,703.5331708360027,None,703.5331708360027,None,703.5331708360027,None,None,,703.5331708360027,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
173,0,173,0,710.5640633389994,None,,,,,,,174,all_images/D_078a.jpg,LSim,707.552697993,None,707.552697993,None,707.552697993,None,707.552697993,None,707.552697993,None,None,,707.552697993,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
174,0,174,0,714.588763480002,None,,,,,,,175,all_images/4_191a.jpg,LSim,711.5791173920006,None,711.5791173920006,None,711.5791173920006,None,711.5791173920006,None,711.5791173920006,None,None,,711.5791173920006,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
175,0,175,0,718.6092127890006,None,,,,,,,176,all_images/4_139a.jpg,HSim,715.6001280280034,None,715.6001280280034,None,715.6001280280034,None,715.6001280280034,None,715.6001280280034,None,None,,715.6001280280034,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
176,0,176,0,722.6298097820109,None,,,,,,,177,all_images/6_069a.jpg,HSim,719.6194430550095,None,719.6194430550095,None,719.6194430550095,None,719.6194430550095,None,719.6194430550095,None,None,,719.6194430550095,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
177,0,177,0,726.654783364007,None,,,,,,,178,all_images/E_079a.jpg,HSim,723.6450857860036,None,723.6450857860036,None,723.6450857860036,None,723.6450857860036,None,723.6450857860036,None,None,,723.6450857860036,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
178,0,178,0,730.6790245950106,None,,,,,,,179,all_images/6_015a.jpg,HSim,727.6692354980041,None,727.6692354980041,None,727.6692354980041,None,727.6692354980041,None,727.6692354980041,None,None,,727.6692354980041,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
179,0,179,0,734.7058200949978,None,,,,,,,180,all_images/1_192a.jpg,LSim,731.6925721020089,None,731.6925721020089,None,731.6925721020089,None,731.6925721020089,None,731.6925721020089,None,None,,731.6925721020089,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
180,0,180,0,738.7326643480046,None,,,,,,,181,all_images/5_177a.jpg,LSim,735.7202962230076,None,735.7202962230076,None,735.7202962230076,None,735.7202962230076,None,735.7202962230076,None,None,,735.7202962230076,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
181,0,181,0,742.7542034150101,None,,,,,,,182,all_images/4_023a.jpg,LSim,739.7456366320112,None,739.7456366320112,None,739.7456366320112,None,739.7456366320112,None,739.7456366320112,None,None,,739.7456366320112,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
182,0,182,0,746.7798694329977,None,,,,,,,183,all_images/1_119a.jpg,LSim,743.7679544210114,None,743.7679544210114,None,743.7679544210114,None,743.7679544210114,None,743.7679544210114,None,None,,743.7679544210114,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
183,0,183,0,750.8046055950108,None,,,,,,,184,all_images/6_074a.jpg,HSim,747.7933435150044,None,747.7933435150044,None,747.7933435150044,None,747.7933435150044,None,747.7933435150044,None,None,,747.7933435150044,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
184,0,184,0,754.8314009330061,None,,,,,,,185,all_images/D_025a.jpg,HSim,751.8193754439999,None,751.8193754439999,None,751.8193754439999,None,751.8193754439999,None,751.8193754439999,None,None,,751.8193754439999,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
185,0,185,0,758.856786703007,None,,,,,,,186,all_images/2_062a.jpg,LSim,755.844771834003,None,755.844771834003,None,755.844771834003,None,755.844771834003,None,755.844771834003,None,None,,755.844771834003,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
186,0,186,0,762.8810269710084,None,,,,,,,187,all_images/2_045a.jpg,LSim,759.8685611780093,None,759.8685611780093,None,759.8685611780093,None,759.8685611780093,None,759.8685611780093,None,None,,759.8685611780093,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
187,0,187,0,766.9069738429971,None,,,,,,,188,all_images/4_098a.jpg,HSim,763.8945496460074,None,763.8945496460074,None,763.8945496460074,None,763.8945496460074,None,763.8945496460074,None,None,,763.8945496460074,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
188,0,188,0,770.9322424060083,None,,,,,,,189,all_images/5_117a.jpg,HSim,767.9198459970066,None,767.9198459970066,None,767.9198459970066,None,767.9198459970066,None,767.9198459970066,None,None,,767.9198459970066,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
189,0,189,0,774.951004514005,None,,,,,,,190,all_images/3_103a.jpg,LSim,771.9411985460029,None,771.9411985460029,None,771.9411985460029,None,771.9411985460029,None,771.9411985460029,None,None,,771.9411985460029,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
190,0,190,0,778.9739473869995,None,,,,,,,191,all_images/1_175a.jpg,HSim,775.9656083880109,None,775.9656083880109,None,775.9656083880109,None,775.9656083880109,None,775.9656083880109,None,None,,775.9656083880109,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
191,0,191,0,782.9992214390077,None,,,,,,,192,all_images/4_009a.jpg,HSim,779.9861069949984,None,779.9861069949984,None,779.9861069949984,None,779.9861069949984,None,779.9861069949984,None,None,,779.9861069949984,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
192,0,192,0,787.0230488560046,None,,,,,,,193,all_images/4_027a.jpg,HSim,784.0106876580103,None,784.0106876580103,None,784.0106876580103,None,784.0106876580103,None,784.0106876580103,None,None,,784.0106876580103,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
193,0,193,0,791.0476069090073,None,,,,,,,194,all_images/4_135a.jpg,HSim,788.0380849950016,None,788.0380849950016,None,788.0380849950016,None,788.0380849950016,None,788.0380849950016,None,None,,788.0380849950016,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
194,0,194,0,795.0747383090056,None,,,,,,,195,all_images/1_095a.jpg,HSim,792.0616599960049,None,792.0616599960049,None,792.0616599960049,None,792.0616599960049,None,792.0616599960049,None,None,,792.0616599960049,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
195,0,195,0,799.0990512560093,None,,,,,,,196,all_images/4_065a.jpg,HSim,796.086698264,None,796.086698264,None,796.086698264,None,796.086698264,None,796.086698264,None,None,,796.086698264,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
196,0,196,0,803.1235627290007,None,,,,,,,197,all_images/3_072a.jpg,LSim,800.1127094580006,None,800.1127094580006,None,800.1127094580006,None,800.1127094580006,None,800.1127094580006,None,None,,800.1127094580006,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
197,0,197,0,807.1465538570046,None,,,,,,,198,all_images/C_082a.jpg,LSim,804.1376943689975,None,804.1376943689975,None,804.1376943689975,None,804.1376943689975,None,804.1376943689975,None,None,,804.1376943689975,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
198,0,198,0,811.1705483609985,None,,,,,,,199,all_images/3_067a.jpg,HSim,808.1599058150023,None,808.1599058150023,None,808.1599058150023,None,808.1599058150023,None,808.1599058150023,None,None,,808.1599058150023,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
199,0,199,0,815.1968350160023,None,,,,,,,200,all_images/1_076a.jpg,LSim,812.1841518150031,None,812.1841518150031,None,812.1841518150031,None,812.1841518150031,None,812.1841518150031,None,None,,812.1841518150031,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
200,0,200,0,819.2270492450043,None,,,,,,,201,all_images/1_061a.jpg,HSim,816.2139199520025,None,816.2139199520025,None,816.2139199520025,None,816.2139199520025,None,816.2139199520025,None,None,,816.2139199520025,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
201,0,201,0,823.251740118998,None,,,,,,,202,all_images/2_138a.jpg,HSim,820.2395194340061,None,820.2395194340061,None,820.2395194340061,None,820.2395194340061,None,820.2395194340061,None,None,,820.2395194340061,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
202,0,202,0,827.2734313620022,None,,,,,,,203,all_images/5_050a.jpg,HSim,824.2619450220081,None,824.2619450220081,None,824.2619450220081,None,824.2619450220081,None,824.2619450220081,None,None,,824.2619450220081,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
203,0,203,0,831.2956197919993,None,,,,,,,204,all_images/D_136a.jpg,LSim,828.2859124160022,None,828.2859124160022,None,828.2859124160022,None,828.2859124160022,None,828.2859124160022,None,None,,828.2859124160022,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
204,0,204,0,835.3201203400095,None,,,,,,,205,all_images/3_131a.jpg,HSim,832.3092902640055,None,832.3092902640055,None,832.3092902640055,None,832.3092902640055,None,832.3092902640055,None,None,,832.3092902640055,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
205,0,205,0,839.3442151240015,None,,,,,,,206,all_images/3_190a.jpg,LSim,836.3332747430104,None,836.3332747430104,None,836.3332747430104,None,836.3332747430104,None,836.3332747430104,None,None,,836.3332747430104,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
206,0,206,0,843.3686361639993,None,,,,,,,207,all_images/1_118a.jpg,HSim,840.3567529959982,None,840.3567529959982,None,840.3567529959982,None,840.3567529959982,None,840.3567529959982,None,None,,840.3567529959982,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
207,0,207,0,847.3938441100036,None,,,,,,,208,all_images/1_102a.jpg,HSim,844.3808455980034,None,844.3808455980034,None,844.3808455980034,None,844.3808455980034,None,844.3808455980034,None,None,,844.3808455980034,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
208,0,208,0,851.4133384640008,None,,,,,,,209,all_images/4_173a.jpg,LSim,848.4042323680042,None,848.4042323680042,None,848.4042323680042,None,848.4042323680042,None,848.4042323680042,None,None,,848.4042323680042,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
209,0,209,0,855.4366159920028,None,,,,,,,210,all_images/6_094a.jpg,LSim,852.4279991560034,None,852.4279991560034,None,852.4279991560034,None,852.4279991560034,None,852.4279991560034,None,None,,852.4279991560034,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
210,0,210,0,859.4606368240056,None,,,,,,,211,all_images/6_173a.jpg,HSim,856.4483533360035,None,856.4483533360035,None,856.4483533360035,None,856.4483533360035,None,856.4483533360035,None,None,,856.4483533360035,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
211,0,211,0,863.4826961930085,None,,,,,,,212,all_images/5_082a.jpg,HSim,860.4739982199972,None,860.4739982199972,None,860.4739982199972,None,860.4739982199972,None,860.4739982199972,None,None,,860.4739982199972,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
212,0,212,0,867.5027768180007,None,,,,,,,213,all_images/5_093a.jpg,LSim,864.4912521360093,None,864.4912521360093,None,864.4912521360093,None,864.4912521360093,None,864.4912521360093,None,None,,864.4912521360093,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
213,0,213,0,871.5241203300102,None,,,,,,,214,all_images/5_154a.jpg,LSim,868.51526030901,None,868.51526030901,None,868.51526030901,None,868.51526030901,None,868.51526030901,None,None,,868.51526030901,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
214,0,214,0,875.549948372005,None,,,,,,,215,all_images/E_032a.jpg,HSim,872.5412473500037,None,872.5412473500037,None,872.5412473500037,None,872.5412473500037,None,872.5412473500037,None,None,,872.5412473500037,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
215,0,215,0,879.5722035470098,None,,,,,,,216,all_images/2_176a.jpg,LSim,876.5633444770065,None,876.5633444770065,None,876.5633444770065,None,876.5633444770065,None,876.5633444770065,None,None,,876.5633444770065,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
216,0,216,0,883.5987498480099,None,,,,,,,217,all_images/4_089a.jpg,LSim,880.5862232080108,None,880.5862232080108,None,880.5862232080108,None,880.5862232080108,None,880.5862232080108,None,None,,880.5862232080108,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
217,0,217,0,887.6203784170066,None,,,,,,,218,all_images/2_070a.jpg,LSim,884.6087842179986,None,884.6087842179986,None,884.6087842179986,None,884.6087842179986,None,884.6087842179986,None,None,,884.6087842179986,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
218,0,218,0,891.6533124319976,None,,,,,,,219,all_images/4_190a.jpg,LSim,888.6425864990015,None,888.6425864990015,None,888.6425864990015,None,888.6425864990015,None,888.6425864990015,None,None,,888.6425864990015,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
219,0,219,0,895.674524809001,None,,,,,,,220,all_images/1_088a.jpg,LSim,892.6640426810045,None,892.6640426810045,None,892.6640426810045,None,892.6640426810045,None,892.6640426810045,None,None,,892.6640426810045,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
220,0,220,0,899.6972904130089,None,,,,,,,221,all_images/E_089a.jpg,LSim,896.6868785850093,None,896.6868785850093,None,896.6868785850093,None,896.6868785850093,None,896.6868785850093,None,None,,896.6868785850093,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
221,0,221,0,903.7199344260007,None,,,,,,,222,all_images/5_030a.jpg,LSim,900.7090452240082,None,900.7090452240082,None,900.7090452240082,None,900.7090452240082,None,900.7090452240082,None,None,,900.7090452240082,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
222,0,222,0,907.7440047359996,None,,,,,,,223,all_images/1_048a.jpg,LSim,904.7341850850062,None,904.7341850850062,None,904.7341850850062,None,904.7341850850062,None,904.7341850850062,None,None,,904.7341850850062,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
223,0,223,0,911.7689377700008,None,,,,,,,224,all_images/1_101a.jpg,LSim,908.7569809380075,None,908.7569809380075,None,908.7569809380075,None,908.7569809380075,None,908.7569809380075,None,None,,908.7569809380075,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
224,0,224,0,915.7964191939973,None,,,,,,,225,all_images/2_022a.jpg,LSim,912.7853483759973,None,912.7853483759973,None,912.7853483759973,None,912.7853483759973,None,912.7853483759973,None,None,,912.7853483759973,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
225,0,225,0,919.8216895390069,None,,,,,,,226,all_images/4_094a.jpg,HSim,916.809592065998,None,916.809592065998,None,916.809592065998,None,916.809592065998,None,916.809592065998,None,None,,916.809592065998,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
226,0,226,0,923.8477611080016,None,,,,,,,227,all_images/2_133a.jpg,HSim,920.8362814069988,None,920.8362814069988,None,920.8362814069988,None,920.8362814069988,None,920.8362814069988,None,None,,920.8362814069988,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
227,0,227,0,927.8726747080073,None,,,,,,,228,all_images/6_133a.jpg,HSim,924.8623141850112,None,924.8623141850112,None,924.8623141850112,None,924.8623141850112,None,924.8623141850112,None,None,,924.8623141850112,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
228,0,228,0,931.8957340780034,None,,,,,,,229,all_images/5_163a.jpg,LSim,928.8848986700032,None,928.8848986700032,None,928.8848986700032,None,928.8848986700032,None,928.8848986700032,None,None,,928.8848986700032,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
229,0,229,0,935.9207038650056,None,,,,,,,230,all_images/5_123a.jpg,LSim,932.9080097390106,None,932.9080097390106,None,932.9080097390106,None,932.9080097390106,None,932.9080097390106,None,None,,932.9080097390106,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
230,0,230,0,939.9430293620098,None,,,,,,,231,all_images/1_161a.jpg,HSim,936.9311047140072,None,936.9311047140072,None,936.9311047140072,None,936.9311047140072,None,936.9311047140072,None,None,,936.9311047140072,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
231,0,231,0,943.9694334670057,None,,,,,,,232,all_images/6_119a.jpg,HSim,940.9571366160089,None,940.9571366160089,None,940.9571366160089,None,940.9571366160089,None,940.9571366160089,None,None,,940.9571366160089,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
232,0,232,0,947.9951300300017,None,,,,,,,233,all_images/3_081a.jpg,LSim,944.9834131680109,None,944.9834131680109,None,944.9834131680109,None,944.9834131680109,None,944.9834131680109,None,None,,944.9834131680109,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
233,0,233,0,952.0209785860061,None,,,,,,,234,all_images/2_054a.jpg,HSim,949.0093707370106,None,949.0093707370106,None,949.0093707370106,None,949.0093707370106,None,949.0093707370106,None,None,,949.0093707370106,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
234,0,234,0,956.044593041006,None,,,,,,,235,all_images/F_038a.jpg,LSim,953.0333819009975,None,953.0333819009975,None,953.0333819009975,None,953.0333819009975,None,953.0333819009975,None,None,,953.0333819009975,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
235,0,235,0,960.0675804650091,None,,,,,,,236,all_images/3_077a.jpg,LSim,957.058867906002,None,957.058867906002,None,957.058867906002,None,957.058867906002,None,957.058867906002,None,None,,957.058867906002,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
236,0,236,0,964.0869956110109,None,,,,,,,237,all_images/5_011a.jpg,HSim,961.0780574360106,None,961.0780574360106,None,961.0780574360106,None,961.0780574360106,None,961.0780574360106,None,None,,961.0780574360106,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
237,0,237,0,968.1102917210083,None,,,,,,,238,all_images/E_022a.jpg,HSim,965.1006010319979,None,965.1006010319979,None,965.1006010319979,None,965.1006010319979,None,965.1006010319979,None,None,,965.1006010319979,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
238,0,238,0,972.135518769006,None,,,,,,,239,all_images/6_075a.jpg,LSim,969.1233824540104,None,969.1233824540104,None,969.1233824540104,None,969.1233824540104,None,969.1233824540104,None,None,,969.1233824540104,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
239,0,239,0,976.1560533489974,None,,,,,,,240,all_images/5_186a.jpg,HSim,973.1457420980005,None,973.1457420980005,None,973.1457420980005,None,973.1457420980005,None,973.1457420980005,None,None,,973.1457420980005,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
240,0,240,0,980.1805906030058,None,,,,,,,241,all_images/5_042a.jpg,HSim,977.171777014999,None,977.171777014999,None,977.171777014999,None,977.171777014999,None,977.171777014999,None,None,,977.171777014999,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
241,0,241,0,984.2059260850074,None,,,,,,,242,all_images/E_112a.jpg,LSim,981.1956289630034,None,981.1956289630034,None,981.1956289630034,None,981.1956289630034,None,981.1956289630034,None,None,,981.1956289630034,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
242,0,242,0,988.230635675005,None,,,,,,,243,all_images/C_171a.jpg,HSim,985.2178304929985,None,985.2178304929985,None,985.2178304929985,None,985.2178304929985,None,985.2178304929985,None,None,,985.2178304929985,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
243,0,243,0,992.2526671770029,None,,,,,,,244,all_images/1_036a.jpg,HSim,989.2423499150027,None,989.2423499150027,None,989.2423499150027,None,989.2423499150027,None,989.2423499150027,None,None,,989.2423499150027,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
244,0,244,0,996.2755646580044,None,,,,,,,245,all_images/1_130a.jpg,HSim,993.2649102830037,None,993.2649102830037,None,993.2649102830037,None,993.2649102830037,None,993.2649102830037,None,None,,993.2649102830037,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
