study_trials.thisRepN,study_trials.thisTrialN,study_trials.thisN,study_trials.thisIndex,text_14.started,text_14.stopped,study_instructions.started,study_instructions.stopped,study_instr_resp.keys,study_instr_resp.rt,study_instr_resp.started,study_instr_resp.stopped,StudyTrial,StudyImage,Condition,study_outdoor_selected.started,study_outdoor_selected.stopped,study_outdoor.started,study_outdoor.stopped,study_indoor_selected.started,study_indoor_selected.stopped,study_indoor.started,study_indoor.stopped,study_image_shown.started,study_image_shown.stopped,study_resp.keys,study_resp.rt,study_resp.started,study_resp.stopped,text_4.started,text_4.stopped,end_resp.keys,end_resp.started,end_resp.stopped,participant,First name,Last name,date,expName,psychopyVersion,frameRate,
68,0,68,0,288.04201445900253,None,,,,,,,69,all_images/4_106a.jpg,LSim,285.0317099399981,None,285.0317099399981,None,285.0317099399981,None,285.0317099399981,None,285.0317099399981,None,None,,285.0317099399981,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
69,0,69,0,292.066805622002,None,,,,,,,70,all_images/D_186a.jpg,HSim,289.0528278030106,None,289.0528278030106,None,289.0528278030106,None,289.0528278030106,None,289.0528278030106,None,f,0.9071060800051782,289.0528278030106,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
70,0,70,0,296.09421377100807,None,,,,,,,71,all_images/4_012a.jpg,LSim,293.0850469220022,None,293.0850469220022,None,293.0850469220022,None,293.0850469220022,None,293.0850469220022,None,f,1.7508982850122266,293.0850469220022,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
71,0,71,0,300.12192181100545,None,,,,,,,72,all_images/3_092a.jpg,HSim,297.1082194260089,None,297.1082194260089,None,297.1082194260089,None,297.1082194260089,None,297.1082194260089,None,f,1.451701432990376,297.1082194260089,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
72,0,72,0,304.1500141900033,None,,,,,,,73,all_images/5_089a.jpg,LSim,301.13661513500847,None,301.13661513500847,None,301.13661513500847,None,301.13661513500847,None,301.13661513500847,None,None,,301.13661513500847,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
73,0,73,0,308.17274931501015,None,,,,,,,74,all_images/5_139a.jpg,HSim,305.16315090400167,None,305.16315090400167,None,305.16315090400167,None,305.16315090400167,None,305.16315090400167,None,None,,305.16315090400167,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
74,0,74,0,312.19573501800187,None,,,,,,,75,all_images/5_174a.jpg,LSim,309.1867221880093,None,309.1867221880093,None,309.1867221880093,None,309.1867221880093,None,309.1867221880093,None,None,,309.1867221880093,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
75,0,75,0,316.2183800589992,None,,,,,,,76,all_images/4_145a.jpg,HSim,313.2076269840036,None,313.2076269840036,None,313.2076269840036,None,313.2076269840036,None,313.2076269840036,None,None,,313.2076269840036,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
76,0,76,0,320.23991709400434,None,,,,,,,77,all_images/6_111a.jpg,HSim,317.22984825501044,None,317.22984825501044,None,317.22984825501044,None,317.22984825501044,None,317.22984825501044,None,None,,317.22984825501044,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
77,0,77,0,324.263191414997,None,,,,,,,78,all_images/2_171a.jpg,LSim,321.25327055400703,None,321.25327055400703,None,321.25327055400703,None,321.25327055400703,None,321.25327055400703,None,None,,321.25327055400703,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
78,0,78,0,328.2897918700037,None,,,,,,,79,all_images/3_129a.jpg,HSim,325.2765071610047,None,325.2765071610047,None,325.2765071610047,None,325.2765071610047,None,325.2765071610047,None,None,,325.2765071610047,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
79,0,79,0,332.3162355920067,None,,,,,,,80,all_images/2_137a.jpg,HSim,329.30352511401,None,329.30352511401,None,329.30352511401,None,329.30352511401,None,329.30352511401,None,f,1.6923847250000108,329.30352511401,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
80,0,80,0,336.3446977290005,None,,,,,,,81,all_images/4_167a.jpg,HSim,333.3315885769989,None,333.3315885769989,None,333.3315885769989,None,333.3315885769989,None,333.3315885769989,None,None,,333.3315885769989,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
81,0,81,0,340.37120115400467,None,,,,,,,82,all_images/E_038a.jpg,HSim,337.35844965100114,None,337.35844965100114,None,337.35844965100114,None,337.35844965100114,None,337.35844965100114,None,None,,337.35844965100114,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
82,0,82,0,344.3954765140079,None,,,,,,,83,all_images/4_030a.jpg,HSim,341.38319196800876,None,341.38319196800876,None,341.38319196800876,None,341.38319196800876,None,341.38319196800876,None,None,,341.38319196800876,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
83,0,83,0,348.42024574399693,None,,,,,,,84,all_images/2_010a.jpg,LSim,345.40745495801093,None,345.40745495801093,None,345.40745495801093,None,345.40745495801093,None,345.40745495801093,None,None,,345.40745495801093,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
84,0,84,0,352.4435568610061,None,,,,,,,85,all_images/4_120a.jpg,HSim,349.4306615910027,None,349.4306615910027,None,349.4306615910027,None,349.4306615910027,None,349.4306615910027,None,None,,349.4306615910027,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
85,0,85,0,356.46681669300597,None,,,,,,,86,all_images/F_097a.jpg,HSim,353.4584381110035,None,353.4584381110035,None,353.4584381110035,None,353.4584381110035,None,353.4584381110035,None,None,,353.4584381110035,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
86,0,86,0,360.49260592099745,None,,,,,,,87,all_images/3_097a.jpg,LSim,357.4797799549997,None,357.4797799549997,None,357.4797799549997,None,357.4797799549997,None,357.4797799549997,None,None,,357.4797799549997,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
87,0,87,0,364.52397417800967,None,,,,,,,88,all_images/E_098a.jpg,HSim,361.5111223920103,None,361.5111223920103,None,361.5111223920103,None,361.5111223920103,None,361.5111223920103,None,None,,361.5111223920103,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
88,0,88,0,368.5451741290017,None,,,,,,,89,all_images/4_169a.jpg,HSim,365.5351461530081,None,365.5351461530081,None,365.5351461530081,None,365.5351461530081,None,365.5351461530081,None,None,,365.5351461530081,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
89,0,89,0,372.5714347480098,None,,,,,,,90,all_images/4_029a.jpg,LSim,369.5599917630025,None,369.5599917630025,None,369.5599917630025,None,369.5599917630025,None,369.5599917630025,None,None,,369.5599917630025,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
90,0,90,0,376.5959707770089,None,,,,,,,91,all_images/1_055a.jpg,HSim,373.586085707997,None,373.586085707997,None,373.586085707997,None,373.586085707997,None,373.586085707997,None,f,1.673839549999684,373.586085707997,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
91,0,91,0,380.6165513820015,None,,,,,,,92,all_images/5_143a.jpg,LSim,377.60641254100483,None,377.60641254100483,None,377.60641254100483,None,377.60641254100483,None,377.60641254100483,None,f,0.49347852800565306,377.60641254100483,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
92,0,92,0,384.64180209299957,None,,,,,,,93,all_images/F_081a.jpg,LSim,381.6306408329983,None,381.6306408329983,None,381.6306408329983,None,381.6306408329983,None,381.6306408329983,None,None,,381.6306408329983,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
93,0,93,0,388.6693388400017,None,,,,,,,94,all_images/3_024a.jpg,HSim,385.6566337090044,None,385.6566337090044,None,385.6566337090044,None,385.6566337090044,None,385.6566337090044,None,None,,385.6566337090044,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
94,0,94,0,392.6921377710096,None,,,,,,,95,all_images/1_052a.jpg,LSim,389.68212639700505,None,389.68212639700505,None,389.68212639700505,None,389.68212639700505,None,389.68212639700505,None,None,,389.68212639700505,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
95,0,95,0,396.7176998220093,None,,,,,,,96,all_images/1_014a.jpg,LSim,393.7066604300053,None,393.7066604300053,None,393.7066604300053,None,393.7066604300053,None,393.7066604300053,None,j,0.593266883995966,393.7066604300053,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
96,0,96,0,400.7386915090028,None,,,,,,,97,all_images/2_082a.jpg,HSim,397.72857911800384,None,397.72857911800384,None,397.72857911800384,None,397.72857911800384,None,397.72857911800384,None,None,,397.72857911800384,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
97,0,97,0,404.75975146899873,None,,,,,,,98,all_images/4_178a.jpg,LSim,401.7499181440071,None,401.7499181440071,None,401.7499181440071,None,401.7499181440071,None,401.7499181440071,None,None,,401.7499181440071,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
98,0,98,0,408.7849163119972,None,,,,,,,99,all_images/2_168a.jpg,LSim,405.77410009699815,None,405.77410009699815,None,405.77410009699815,None,405.77410009699815,None,405.77410009699815,None,None,,405.77410009699815,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
99,0,99,0,412.8100572920084,None,,,,,,,100,all_images/5_053a.jpg,HSim,409.798346096999,None,409.798346096999,None,409.798346096999,None,409.798346096999,None,409.798346096999,None,None,,409.798346096999,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
100,0,100,0,416.8323492220079,None,,,,,,,101,all_images/3_032a.jpg,LSim,413.82185591700545,None,413.82185591700545,None,413.82185591700545,None,413.82185591700545,None,413.82185591700545,None,None,,413.82185591700545,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
101,0,101,0,420.85246785399795,None,,,,,,,102,all_images/C_186a.jpg,HSim,417.8426537070045,None,417.8426537070045,None,417.8426537070045,None,417.8426537070045,None,417.8426537070045,None,None,,417.8426537070045,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
102,0,102,0,424.87692001700634,None,,,,,,,103,all_images/1_003a.jpg,HSim,421.86847536500136,None,421.86847536500136,None,421.86847536500136,None,421.86847536500136,None,421.86847536500136,None,None,,421.86847536500136,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
103,0,103,0,428.9035674230108,None,,,,,,,104,all_images/2_095a.jpg,LSim,425.8919216860086,None,425.8919216860086,None,425.8919216860086,None,425.8919216860086,None,425.8919216860086,None,None,,425.8919216860086,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
104,0,104,0,432.9303132260102,None,,,,,,,105,all_images/C_064a.jpg,HSim,429.917109187998,None,429.917109187998,None,429.917109187998,None,429.917109187998,None,429.917109187998,None,None,,429.917109187998,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
105,0,105,0,436.9558492220094,None,,,,,,,106,all_images/4_140a.jpg,LSim,433.94529759800935,None,433.94529759800935,None,433.94529759800935,None,433.94529759800935,None,433.94529759800935,None,f,1.978613860992482,433.94529759800935,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
106,0,106,0,440.98482079600217,None,,,,,,,107,all_images/5_118a.jpg,HSim,437.9723526710004,None,437.9723526710004,None,437.9723526710004,None,437.9723526710004,None,437.9723526710004,None,None,,437.9723526710004,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
107,0,107,0,445.0065188410081,None,,,,,,,108,all_images/F_091a.jpg,HSim,441.99763502900896,None,441.99763502900896,None,441.99763502900896,None,441.99763502900896,None,441.99763502900896,None,None,,441.99763502900896,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
108,0,108,0,449.03157738600567,None,,,,,,,109,all_images/3_109a.jpg,LSim,446.0192852050095,None,446.0192852050095,None,446.0192852050095,None,446.0192852050095,None,446.0192852050095,None,None,,446.0192852050095,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
109,0,109,0,453.05526255200675,None,,,,,,,110,all_images/2_083a.jpg,HSim,450.04406846500933,None,450.04406846500933,None,450.04406846500933,None,450.04406846500933,None,450.04406846500933,None,None,,450.04406846500933,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
110,0,110,0,457.07827359699877,None,,,,,,,111,all_images/E_152a.jpg,HSim,454.06932095400407,None,454.06932095400407,None,454.06932095400407,None,454.06932095400407,None,454.06932095400407,None,f,2.394605823996244,454.06932095400407,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
111,0,111,0,461.1018606380094,None,,,,,,,112,all_images/1_020a.jpg,HSim,458.0918284680083,None,458.0918284680083,None,458.0918284680083,None,458.0918284680083,None,458.0918284680083,None,None,,458.0918284680083,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
112,0,112,0,465.124083326009,None,,,,,,,113,all_images/2_179a.jpg,HSim,462.113327227009,None,462.113327227009,None,462.113327227009,None,462.113327227009,None,462.113327227009,None,None,,462.113327227009,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
113,0,113,0,469.1478112420009,None,,,,,,,114,all_images/4_021a.jpg,HSim,466.13856755400775,None,466.13856755400775,None,466.13856755400775,None,466.13856755400775,None,466.13856755400775,None,None,,466.13856755400775,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
114,0,114,0,473.1713663140108,None,,,,,,,115,all_images/3_045a.jpg,HSim,470.16190268100763,None,470.16190268100763,None,470.16190268100763,None,470.16190268100763,None,470.16190268100763,None,None,,470.16190268100763,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
115,0,115,0,477.19839074600895,None,,,,,,,116,all_images/3_055a.jpg,HSim,474.1865022950078,None,474.1865022950078,None,474.1865022950078,None,474.1865022950078,None,474.1865022950078,None,None,,474.1865022950078,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
116,0,116,0,481.22603424001136,None,,,,,,,117,all_images/4_103a.jpg,HSim,478.2133410469978,None,478.2133410469978,None,478.2133410469978,None,478.2133410469978,None,478.2133410469978,None,None,,478.2133410469978,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
117,0,117,0,485.2521206829988,None,,,,,,,118,all_images/4_184a.jpg,HSim,482.2437251939991,None,482.2437251939991,None,482.2437251939991,None,482.2437251939991,None,482.2437251939991,None,None,,482.2437251939991,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
118,0,118,0,489.2706205959985,None,,,,,,,119,all_images/1_033a.jpg,LSim,486.26201812199724,None,486.26201812199724,None,486.26201812199724,None,486.26201812199724,None,486.26201812199724,None,None,,486.26201812199724,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
119,0,119,0,493.2915375510056,None,,,,,,,120,all_images/D_053a.jpg,LSim,490.28190635899955,None,490.28190635899955,None,490.28190635899955,None,490.28190635899955,None,490.28190635899955,None,None,,490.28190635899955,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
120,0,120,0,497.31874458699895,None,,,,,,,121,all_images/4_154a.jpg,HSim,494.3063797700015,None,494.3063797700015,None,494.3063797700015,None,494.3063797700015,None,494.3063797700015,None,f,1.2415261730056955,494.3063797700015,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
121,0,121,0,501.34275963599794,None,,,,,,,122,all_images/5_029a.jpg,HSim,498.33330548900994,None,498.33330548900994,None,498.33330548900994,None,498.33330548900994,None,498.33330548900994,None,None,,498.33330548900994,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
122,0,122,0,505.36476627000957,None,,,,,,,123,all_images/F_165a.jpg,HSim,502.3549916350021,None,502.3549916350021,None,502.3549916350021,None,502.3549916350021,None,502.3549916350021,None,None,,502.3549916350021,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
123,0,123,0,509.3891620430077,None,,,,,,,124,all_images/2_124a.jpg,LSim,506.3775746050087,None,506.3775746050087,None,506.3775746050087,None,506.3775746050087,None,506.3775746050087,None,None,,506.3775746050087,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
124,0,124,0,513.4135845370038,None,,,,,,,125,all_images/1_168a.jpg,LSim,510.4012258790026,None,510.4012258790026,None,510.4012258790026,None,510.4012258790026,None,510.4012258790026,None,None,,510.4012258790026,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
125,0,125,0,517.4383253179985,None,,,,,,,126,all_images/2_067a.jpg,LSim,514.425738099002,None,514.425738099002,None,514.425738099002,None,514.425738099002,None,514.425738099002,None,None,,514.425738099002,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
126,0,126,0,521.4572787450015,None,,,,,,,127,all_images/5_026a.jpg,LSim,518.4485764319979,None,518.4485764319979,None,518.4485764319979,None,518.4485764319979,None,518.4485764319979,None,None,,518.4485764319979,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
127,0,127,0,525.4765297260019,None,,,,,,,128,all_images/2_034a.jpg,HSim,522.4645000870078,None,522.4645000870078,None,522.4645000870078,None,522.4645000870078,None,522.4645000870078,None,None,,522.4645000870078,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
128,0,128,0,529.4979725140001,None,,,,,,,129,all_images/5_032a.jpg,HSim,526.489678072001,None,526.489678072001,None,526.489678072001,None,526.489678072001,None,526.489678072001,None,None,,526.489678072001,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
129,0,129,0,533.5240407610108,None,,,,,,,130,all_images/E_058a.jpg,LSim,530.5152400660008,None,530.5152400660008,None,530.5152400660008,None,530.5152400660008,None,530.5152400660008,None,None,,530.5152400660008,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
130,0,130,0,537.5466526880045,None,,,,,,,131,all_images/6_176a.jpg,HSim,534.535908359001,None,534.535908359001,None,534.535908359001,None,534.535908359001,None,534.535908359001,None,None,,534.535908359001,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
131,0,131,0,541.5710943010054,None,,,,,,,132,all_images/1_068a.jpg,LSim,538.5598933779984,None,538.5598933779984,None,538.5598933779984,None,538.5598933779984,None,538.5598933779984,None,None,,538.5598933779984,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
132,0,132,0,545.5922768879973,None,,,,,,,133,all_images/4_155a.jpg,LSim,542.5818635809992,None,542.5818635809992,None,542.5818635809992,None,542.5818635809992,None,542.5818635809992,None,None,,542.5818635809992,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
133,0,133,0,549.6146305360016,None,,,,,,,134,all_images/5_111a.jpg,HSim,546.604417317998,None,546.604417317998,None,546.604417317998,None,546.604417317998,None,546.604417317998,None,None,,546.604417317998,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
134,0,134,0,553.6370396700077,None,,,,,,,135,all_images/3_082a.jpg,LSim,550.6276798860054,None,550.6276798860054,None,550.6276798860054,None,550.6276798860054,None,550.6276798860054,None,None,,550.6276798860054,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
135,0,135,0,557.6590539770114,None,,,,,,,136,all_images/3_088a.jpg,LSim,554.6471168940043,None,554.6471168940043,None,554.6471168940043,None,554.6471168940043,None,554.6471168940043,None,None,,554.6471168940043,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
136,0,136,0,561.6842872910056,None,,,,,,,137,all_images/2_048a.jpg,LSim,558.6731987520034,None,558.6731987520034,None,558.6731987520034,None,558.6731987520034,None,558.6731987520034,None,None,,558.6731987520034,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
137,0,137,0,565.707761149999,None,,,,,,,138,all_images/C_157a.jpg,HSim,562.6968773210101,None,562.6968773210101,None,562.6968773210101,None,562.6968773210101,None,562.6968773210101,None,None,,562.6968773210101,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
138,0,138,0,569.7311161990074,None,,,,,,,139,all_images/5_046a.jpg,LSim,566.7202079720009,None,566.7202079720009,None,566.7202079720009,None,566.7202079720009,None,566.7202079720009,None,None,,566.7202079720009,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
139,0,139,0,573.7525961630017,None,,,,,,,140,all_images/4_070a.jpg,LSim,570.7426564570051,None,570.7426564570051,None,570.7426564570051,None,570.7426564570051,None,570.7426564570051,None,None,,570.7426564570051,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
140,0,140,0,577.7766832640045,None,,,,,,,141,all_images/6_026a.jpg,HSim,574.7676225580071,None,574.7676225580071,None,574.7676225580071,None,574.7676225580071,None,574.7676225580071,None,None,,574.7676225580071,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
141,0,141,0,581.8005369480088,None,,,,,,,142,all_images/E_090a.jpg,LSim,578.7906163330044,None,578.7906163330044,None,578.7906163330044,None,578.7906163330044,None,578.7906163330044,None,None,,578.7906163330044,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
142,0,142,0,585.8309433130053,None,,,,,,,143,all_images/2_050a.jpg,LSim,582.8181943939999,None,582.8181943939999,None,582.8181943939999,None,582.8181943939999,None,582.8181943939999,None,None,,582.8181943939999,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
143,0,143,0,589.8549504980037,None,,,,,,,144,all_images/1_096a.jpg,HSim,586.8442775209987,None,586.8442775209987,None,586.8442775209987,None,586.8442775209987,None,586.8442775209987,None,None,,586.8442775209987,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
144,0,144,0,593.8734142680041,None,,,,,,,145,all_images/2_008a.jpg,HSim,590.866844300006,None,590.866844300006,None,590.866844300006,None,590.866844300006,None,590.866844300006,None,None,,590.866844300006,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
145,0,145,0,597.8934552260034,None,,,,,,,146,all_images/3_143a.jpg,HSim,594.884554179007,None,594.884554179007,None,594.884554179007,None,594.884554179007,None,594.884554179007,None,None,,594.884554179007,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
146,0,146,0,601.917667775997,None,,,,,,,147,all_images/2_091a.jpg,HSim,598.9059262380033,None,598.9059262380033,None,598.9059262380033,None,598.9059262380033,None,598.9059262380033,None,None,,598.9059262380033,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
147,0,147,0,605.9407717610011,None,,,,,,,148,all_images/5_049a.jpg,LSim,602.9322527780023,None,602.9322527780023,None,602.9322527780023,None,602.9322527780023,None,602.9322527780023,None,None,,602.9322527780023,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
148,0,148,0,609.9650510150095,None,,,,,,,149,all_images/3_150a.jpg,HSim,606.9530972689972,None,606.9530972689972,None,606.9530972689972,None,606.9530972689972,None,606.9530972689972,None,None,,606.9530972689972,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
149,0,149,0,613.9876918410009,None,,,,,,,150,all_images/6_153a.jpg,HSim,610.9774370420055,None,610.9774370420055,None,610.9774370420055,None,610.9774370420055,None,610.9774370420055,None,None,,610.9774370420055,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
150,0,150,0,618.0096861769998,None,,,,,,,151,all_images/1_035a.jpg,HSim,614.9997015080007,None,614.9997015080007,None,614.9997015080007,None,614.9997015080007,None,614.9997015080007,None,None,,614.9997015080007,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
151,0,151,0,622.0374990749988,None,,,,,,,152,all_images/6_168a.jpg,HSim,619.0248478590074,None,619.0248478590074,None,619.0248478590074,None,619.0248478590074,None,619.0248478590074,None,None,,619.0248478590074,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
152,0,152,0,626.0597846210003,None,,,,,,,153,all_images/2_004a.jpg,LSim,623.047975546011,None,623.047975546011,None,623.047975546011,None,623.047975546011,None,623.047975546011,None,None,,623.047975546011,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
153,0,153,0,630.0847534290078,None,,,,,,,154,all_images/E_172a.jpg,HSim,627.0740950790059,None,627.0740950790059,None,627.0740950790059,None,627.0740950790059,None,627.0740950790059,None,f,2.2378339800052345,627.0740950790059,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
154,0,154,0,634.1102872330084,None,,,,,,,155,all_images/3_136a.jpg,LSim,631.0997769969981,None,631.0997769969981,None,631.0997769969981,None,631.0997769969981,None,631.0997769969981,None,f,2.0601197150099324,631.0997769969981,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
155,0,155,0,638.1373015610006,None,,,,,,,156,all_images/2_005a.jpg,LSim,635.1243958660052,None,635.1243958660052,None,635.1243958660052,None,635.1243958660052,None,635.1243958660052,None,f,0.851527173013892,635.1243958660052,None,,,,,,123,,,2022_Jan_09_1244,BLAES_MST_encoding,3.2.4,236.12038344855486,
