imgA,imgB,rating,condition,session_id
2_062a.jpg,2_062b.jpg,2,Targ,4
4_178a.jpg,4_178b.jpg,1,Targ,4
5_054a.jpg,5_054b.jpg,5,Targ,5
E_142a.jpg,E_142b.jpg,2,LSim,5
2_184a.jpg,2_184b.jpg,4,HSim,4
4_189a.jpg,4_189b.jpg,2,Targ,4
6_143a.jpg,6_143b.jpg,5,Foil,5
2_092a.jpg,2_092b.jpg,4,Targ,5
1_112a.jpg,1_112b.jpg,5,Foil,4
1_029a.jpg,1_029b.jpg,3,Foil,1
1_150a.jpg,1_150b.jpg,4,Foil,5
4_056a.jpg,4_056b.jpg,5,Targ,5
1_058a.jpg,1_058b.jpg,5,Targ,3
1_133a.jpg,1_133b.jpg,5,Targ,1
1_129a.jpg,1_129b.jpg,2,LSim,1
5_174a.jpg,5_174b.jpg,1,LSim,3
4_098a.jpg,4_098b.jpg,3,HSim,3
4_062a.jpg,4_062b.jpg,4,HSim,3
E_146a.jpg,E_146b.jpg,4,HSim,5
6_062a.jpg,6_062b.jpg,1,Targ,3
4_180a.jpg,4_180b.jpg,3,HSim,3
2_056a.jpg,2_056b.jpg,3,Foil,1
3_148a.jpg,3_148b.jpg,4,Targ,5
D_061a.jpg,D_061b.jpg,1,Targ,1
2_140a.jpg,2_140b.jpg,3,Foil,3
3_045a.jpg,3_045b.jpg,4,Targ,2
6_165a.jpg,6_165b.jpg,4,Foil,2
D_133a.jpg,D_133b.jpg,5,Targ,5
4_044a.jpg,4_044b.jpg,1,LSim,2
C_157a.jpg,C_157b.jpg,3,HSim,5
3_184a.jpg,3_184b.jpg,4,HSim,3
5_001a.jpg,5_001b.jpg,4,Foil,3
2_162a.jpg,2_162b.jpg,5,Foil,3
3_171a.jpg,3_171b.jpg,4,Targ,1
3_119a.jpg,3_119b.jpg,2,LSim,5
3_016a.jpg,3_016b.jpg,5,Foil,4
1_136a.jpg,1_136b.jpg,5,Foil,3
2_039a.jpg,2_039b.jpg,4,HSim,4
2_032a.jpg,2_032b.jpg,5,Targ,5
3_089a.jpg,3_089b.jpg,4,Targ,3
1_104a.jpg,1_104b.jpg,1,Foil,2
5_014a.jpg,5_014b.jpg,3,HSim,1
5_137a.jpg,5_137b.jpg,4,HSim,4
6_111a.jpg,6_111b.jpg,3,HSim,5
3_147a.jpg,3_147b.jpg,1,LSim,2
6_053a.jpg,6_053b.jpg,4,Targ,2
2_077a.jpg,2_077b.jpg,4,Targ,5
5_163a.jpg,5_163b.jpg,2,LSim,1
1_083a.jpg,1_083b.jpg,3,Targ,5
3_019a.jpg,3_019b.jpg,2,LSim,4
3_109a.jpg,3_109b.jpg,2,Targ,5
5_071a.jpg,5_071b.jpg,4,HSim,4
1_006a.jpg,1_006b.jpg,1,Targ,4
6_075a.jpg,6_075b.jpg,1,Foil,1
E_110a.jpg,E_110b.jpg,2,Foil,3
F_081a.jpg,F_081b.jpg,2,Targ,5
1_171a.jpg,1_171b.jpg,3,Targ,3
3_092a.jpg,3_092b.jpg,3,Targ,4
4_070a.jpg,4_070b.jpg,1,LSim,5
4_071a.jpg,4_071b.jpg,1,Foil,2
2_152a.jpg,2_152b.jpg,3,Targ,5
5_176a.jpg,5_176b.jpg,5,Foil,4
5_052a.jpg,5_052b.jpg,4,Targ,4
4_074a.jpg,4_074b.jpg,2,Targ,3
2_090a.jpg,2_090b.jpg,4,HSim,2
4_005a.jpg,4_005b.jpg,5,Targ,3
4_190a.jpg,4_190b.jpg,2,LSim,1
4_157a.jpg,4_157b.jpg,1,Targ,1
1_116a.jpg,1_116b.jpg,4,HSim,1
4_061a.jpg,4_061b.jpg,4,HSim,5
F_052a.jpg,F_052b.jpg,1,Targ,3
3_067a.jpg,3_067b.jpg,4,Targ,2
5_015a.jpg,5_015b.jpg,4,Targ,4
6_094a.jpg,6_094b.jpg,1,LSim,4
1_026a.jpg,1_026b.jpg,5,Targ,4
3_084a.jpg,3_084b.jpg,2,Targ,1
2_044a.jpg,2_044b.jpg,5,Targ,4
5_179a.jpg,5_179b.jpg,2,Targ,5
1_157a.jpg,1_157b.jpg,4,Targ,3
1_076a.jpg,1_076b.jpg,1,LSim,4
3_133a.jpg,3_133b.jpg,5,Foil,5
1_052a.jpg,1_052b.jpg,2,LSim,5
1_141a.jpg,1_141b.jpg,3,Targ,5
6_115a.jpg,6_115b.jpg,3,Foil,1
E_089a.jpg,E_089b.jpg,1,LSim,3
D_136a.jpg,D_136b.jpg,2,LSim,1
6_130a.jpg,6_130b.jpg,1,Targ,1
1_144a.jpg,1_144b.jpg,3,Targ,3
C_088a.jpg,C_088b.jpg,4,Targ,3
5_077a.jpg,5_077b.jpg,3,HSim,4
4_105a.jpg,4_105b.jpg,3,HSim,2
3_156a.jpg,3_156b.jpg,5,Targ,5
4_067a.jpg,4_067b.jpg,5,Foil,5
C_034a.jpg,C_034b.jpg,2,LSim,2
4_077a.jpg,4_077b.jpg,2,Targ,4
3_129a.jpg,3_129b.jpg,3,HSim,1
6_103a.jpg,6_103b.jpg,3,HSim,1
3_180a.jpg,3_180b.jpg,3,Targ,4
3_115a.jpg,3_115b.jpg,2,LSim,2
2_078a.jpg,2_078b.jpg,3,Targ,2
1_055a.jpg,1_055b.jpg,3,Targ,5
4_052a.jpg,4_052b.jpg,4,HSim,4
1_124a.jpg,1_124b.jpg,2,LSim,1
F_038a.jpg,F_038b.jpg,2,Targ,4
D_169a.jpg,D_169b.jpg,5,Targ,1
6_037a.jpg,6_037b.jpg,3,HSim,5
5_031a.jpg,5_031b.jpg,5,Foil,3
5_047a.jpg,5_047b.jpg,4,Targ,1
5_034a.jpg,5_034b.jpg,5,Targ,2
2_165a.jpg,2_165b.jpg,3,Targ,1
4_192a.jpg,4_192b.jpg,2,Targ,3
4_084a.jpg,4_084b.jpg,1,Foil,3
C_134a.jpg,C_134b.jpg,3,Foil,1
3_137a.jpg,3_137b.jpg,4,Foil,3
C_098a.jpg,C_098b.jpg,5,Foil,4
C_019a.jpg,C_019b.jpg,1,LSim,4
5_114a.jpg,5_114b.jpg,3,Targ,4
4_165a.jpg,4_165b.jpg,2,LSim,1
C_082a.jpg,C_082b.jpg,2,LSim,5
F_025a.jpg,F_025b.jpg,3,Targ,2
3_080a.jpg,3_080b.jpg,3,Foil,1
D_170a.jpg,D_170b.jpg,4,HSim,3
5_171a.jpg,5_171b.jpg,3,Foil,5
2_124a.jpg,2_124b.jpg,2,Targ,2
6_028a.jpg,6_028b.jpg,1,LSim,4
3_074a.jpg,3_074b.jpg,3,Targ,5
4_016a.jpg,4_016b.jpg,3,Targ,3
6_187a.jpg,6_187b.jpg,3,Targ,2
1_096a.jpg,1_096b.jpg,4,HSim,2
5_080a.jpg,5_080b.jpg,3,Foil,1
3_027a.jpg,3_027b.jpg,4,Foil,5
2_098a.jpg,2_098b.jpg,4,HSim,2
3_172a.jpg,3_172b.jpg,5,Targ,3
6_065a.jpg,6_065b.jpg,3,Foil,2
1_163a.jpg,1_163b.jpg,3,HSim,5
E_161a.jpg,E_161b.jpg,5,Targ,5
4_129a.jpg,4_129b.jpg,2,Foil,3
5_112a.jpg,5_112b.jpg,5,Foil,2
1_075a.jpg,1_075b.jpg,5,Foil,5
4_171a.jpg,4_171b.jpg,5,Targ,4
4_093a.jpg,4_093b.jpg,3,HSim,5
6_008a.jpg,6_008b.jpg,2,Targ,2
4_050a.jpg,4_050b.jpg,4,HSim,1
C_069a.jpg,C_069b.jpg,1,Foil,1
D_109a.jpg,D_109b.jpg,2,LSim,1
E_090a.jpg,E_090b.jpg,2,LSim,2
2_129a.jpg,2_129b.jpg,2,Targ,5
5_157a.jpg,5_157b.jpg,1,LSim,1
F_165a.jpg,F_165b.jpg,4,Foil,4
6_042a.jpg,6_042b.jpg,2,LSim,3
E_078a.jpg,E_078b.jpg,5,Targ,1
F_091a.jpg,F_091b.jpg,3,HSim,1
C_118a.jpg,C_118b.jpg,3,Foil,1
1_044a.jpg,1_044b.jpg,3,HSim,4
2_159a.jpg,2_159b.jpg,3,Targ,1
3_175a.jpg,3_175b.jpg,3,HSim,3
4_183a.jpg,4_183b.jpg,1,Targ,1
4_012a.jpg,4_012b.jpg,2,LSim,4
E_117a.jpg,E_117b.jpg,3,Targ,1
F_027a.jpg,F_027b.jpg,4,Foil,4
F_012a.jpg,F_012b.jpg,5,Targ,5
2_003a.jpg,2_003b.jpg,1,Targ,1
C_131a.jpg,C_131b.jpg,2,Targ,5
5_030a.jpg,5_030b.jpg,2,LSim,1
1_020a.jpg,1_020b.jpg,3,Targ,2
4_036a.jpg,4_036b.jpg,4,HSim,1
C_031a.jpg,C_031b.jpg,2,LSim,5
F_006a.jpg,F_006b.jpg,2,LSim,4
3_136a.jpg,3_136b.jpg,1,LSim,3
6_057a.jpg,6_057b.jpg,1,LSim,5
4_101a.jpg,4_101b.jpg,1,LSim,4
3_010a.jpg,3_010b.jpg,5,Targ,2
5_079a.jpg,5_079b.jpg,1,LSim,1
2_017a.jpg,2_017b.jpg,4,HSim,5
3_056a.jpg,3_056b.jpg,3,Foil,4
1_088a.jpg,1_088b.jpg,1,LSim,1
4_027a.jpg,4_027b.jpg,4,Foil,1
6_122a.jpg,6_122b.jpg,5,Foil,4
1_010a.jpg,1_010b.jpg,1,Foil,2
2_046a.jpg,2_046b.jpg,4,Targ,3
6_076a.jpg,6_076b.jpg,4,HSim,2
