imgA,imgB,rating,condition,session_id
3_042a.jpg,3_042b.jpg,2,Targ,4
E_110a.jpg,E_110b.jpg,2,Foil,4
5_128a.jpg,5_128b.jpg,4,HSim,3
4_074a.jpg,4_074b.jpg,2,Targ,1
1_009a.jpg,1_009b.jpg,3,Targ,5
1_117a.jpg,1_117b.jpg,4,HSim,1
2_169a.jpg,2_169b.jpg,4,Targ,4
5_037a.jpg,5_037b.jpg,1,LSim,1
D_036a.jpg,D_036b.jpg,2,Targ,5
2_054a.jpg,2_054b.jpg,3,Targ,3
1_020a.jpg,1_020b.jpg,3,HSim,3
2_186a.jpg,2_186b.jpg,4,HSim,5
2_056a.jpg,2_056b.jpg,3,HSim,3
2_027a.jpg,2_027b.jpg,5,Foil,1
4_159a.jpg,4_159b.jpg,2,LSim,3
3_105a.jpg,3_105b.jpg,1,LSim,4
5_069a.jpg,5_069b.jpg,1,Targ,2
5_124a.jpg,5_124b.jpg,2,Targ,3
F_023a.jpg,F_023b.jpg,1,Foil,2
6_172a.jpg,6_172b.jpg,1,LSim,2
2_118a.jpg,2_118b.jpg,5,Foil,5
4_045a.jpg,4_045b.jpg,1,Targ,3
5_174a.jpg,5_174b.jpg,1,LSim,2
1_136a.jpg,1_136b.jpg,5,Targ,2
D_056a.jpg,D_056b.jpg,4,Foil,1
4_006a.jpg,4_006b.jpg,4,Targ,5
6_056a.jpg,6_056b.jpg,3,HSim,4
2_140a.jpg,2_140b.jpg,3,Targ,3
C_055a.jpg,C_055b.jpg,1,Targ,1
E_083a.jpg,E_083b.jpg,4,HSim,3
2_166a.jpg,2_166b.jpg,2,LSim,4
1_054a.jpg,1_054b.jpg,1,LSim,2
2_184a.jpg,2_184b.jpg,4,Targ,1
3_142a.jpg,3_142b.jpg,5,Foil,1
2_019a.jpg,2_019b.jpg,5,Targ,4
C_033a.jpg,C_033b.jpg,1,Targ,5
4_040a.jpg,4_040b.jpg,5,Foil,3
6_188a.jpg,6_188b.jpg,3,Targ,2
2_021a.jpg,2_021b.jpg,3,Targ,4
D_002a.jpg,D_002b.jpg,1,Foil,4
3_015a.jpg,3_015b.jpg,3,Targ,3
4_176a.jpg,4_176b.jpg,2,LSim,3
1_104a.jpg,1_104b.jpg,1,Foil,4
2_139a.jpg,2_139b.jpg,1,LSim,5
6_144a.jpg,6_144b.jpg,4,Foil,4
F_034a.jpg,F_034b.jpg,1,Targ,1
5_157a.jpg,5_157b.jpg,1,Targ,2
E_165a.jpg,E_165b.jpg,5,Targ,2
4_077a.jpg,4_077b.jpg,2,Foil,1
1_144a.jpg,1_144b.jpg,3,Targ,2
4_139a.jpg,4_139b.jpg,3,Foil,3
E_181a.jpg,E_181b.jpg,2,Targ,3
1_059a.jpg,1_059b.jpg,4,Targ,4
2_149a.jpg,2_149b.jpg,1,Foil,2
1_047a.jpg,1_047b.jpg,3,HSim,3
4_100a.jpg,4_100b.jpg,1,LSim,2
6_175a.jpg,6_175b.jpg,1,Foil,4
3_088a.jpg,3_088b.jpg,1,Targ,3
5_191a.jpg,5_191b.jpg,5,Targ,2
2_123a.jpg,2_123b.jpg,5,Targ,2
5_053a.jpg,5_053b.jpg,4,Targ,4
6_016a.jpg,6_016b.jpg,1,Foil,2
1_076a.jpg,1_076b.jpg,1,Foil,4
1_074a.jpg,1_074b.jpg,4,Targ,2
2_124a.jpg,2_124b.jpg,2,Targ,5
4_052a.jpg,4_052b.jpg,4,Foil,2
4_036a.jpg,4_036b.jpg,4,Foil,3
4_093a.jpg,4_093b.jpg,3,Targ,2
5_080a.jpg,5_080b.jpg,3,Foil,3
5_030a.jpg,5_030b.jpg,2,Targ,3
1_147a.jpg,1_147b.jpg,5,Targ,3
3_093a.jpg,3_093b.jpg,5,Targ,2
1_190a.jpg,1_190b.jpg,5,Targ,5
E_098a.jpg,E_098b.jpg,3,Targ,4
2_112a.jpg,2_112b.jpg,3,Foil,1
6_020a.jpg,6_020b.jpg,2,LSim,4
2_114a.jpg,2_114b.jpg,4,Targ,3
4_050a.jpg,4_050b.jpg,4,HSim,2
5_086a.jpg,5_086b.jpg,5,Targ,2
3_053a.jpg,3_053b.jpg,3,HSim,3
3_152a.jpg,3_152b.jpg,3,Targ,3
5_049a.jpg,5_049b.jpg,1,Targ,3
C_019a.jpg,C_019b.jpg,1,LSim,3
C_179a.jpg,C_179b.jpg,3,Targ,3
3_032a.jpg,3_032b.jpg,1,LSim,4
E_101a.jpg,E_101b.jpg,5,Targ,2
5_139a.jpg,5_139b.jpg,4,HSim,4
3_163a.jpg,3_163b.jpg,2,Targ,3
2_093a.jpg,2_093b.jpg,1,LSim,3
F_099a.jpg,F_099b.jpg,3,HSim,1
4_135a.jpg,4_135b.jpg,4,Foil,3
3_160a.jpg,3_160b.jpg,4,HSim,3
6_146a.jpg,6_146b.jpg,1,LSim,5
2_134a.jpg,2_134b.jpg,3,HSim,3
5_094a.jpg,5_094b.jpg,1,Targ,3
1_096a.jpg,1_096b.jpg,4,Targ,4
2_062a.jpg,2_062b.jpg,2,Targ,5
6_182a.jpg,6_182b.jpg,2,Foil,2
6_151a.jpg,6_151b.jpg,4,Targ,4
3_067a.jpg,3_067b.jpg,4,HSim,5
F_090a.jpg,F_090b.jpg,4,HSim,3
6_122a.jpg,6_122b.jpg,5,Targ,4
2_111a.jpg,2_111b.jpg,1,LSim,2
5_008a.jpg,5_008b.jpg,5,Targ,2
4_170a.jpg,4_170b.jpg,1,LSim,3
5_073a.jpg,5_073b.jpg,3,Targ,2
D_192a.jpg,D_192b.jpg,1,Foil,3
5_063a.jpg,5_063b.jpg,3,HSim,1
5_087a.jpg,5_087b.jpg,2,Targ,4
C_026a.jpg,C_026b.jpg,4,Targ,2
6_100a.jpg,6_100b.jpg,2,Foil,4
5_033a.jpg,5_033b.jpg,3,Targ,5
2_154a.jpg,2_154b.jpg,1,Targ,4
1_182a.jpg,1_182b.jpg,1,LSim,5
2_080a.jpg,2_080b.jpg,5,Foil,5
4_189a.jpg,4_189b.jpg,2,Targ,3
5_014a.jpg,5_014b.jpg,3,Targ,4
6_057a.jpg,6_057b.jpg,1,Targ,4
6_145a.jpg,6_145b.jpg,4,Targ,4
6_044a.jpg,6_044b.jpg,3,Foil,3
3_135a.jpg,3_135b.jpg,3,HSim,4
5_118a.jpg,5_118b.jpg,3,HSim,2
1_036a.jpg,1_036b.jpg,4,Targ,1
6_156a.jpg,6_156b.jpg,5,Foil,4
3_082a.jpg,3_082b.jpg,1,LSim,1
1_145a.jpg,1_145b.jpg,4,HSim,4
4_167a.jpg,4_167b.jpg,4,HSim,1
